company_name,slope_diff,city,county,state,pct_lead,winner,sector,sub_industry
Johnson Controls,-0.0076,Milwaukee,Milwaukee,Wisconsin,0.3745,Clinton,Consumer Discretionary,Building Products
Juniper Networks,0.0028,Sunnyvale,Santa Clara,California,0.5238,Clinton,Information Technology,Networking Equipment
KLA-Tencor Corp.,0.0023,Milpitas,Santa Clara,California,0.5238,Clinton,Information Technology,Semiconductor Equipment
Kansas City Southern,-0.0025,Kansas City,Jackson,Missouri,0.3321,Clinton,Industrials,Railroads
Kellogg Co.,-0.0059,Battle Creek,Calhoun,Michigan,0.1946,Clinton,Consumer Staples,Packaged Foods & Meats
KeyCorp,0.0115,Cleveland,Cuyahoga,Ohio,0.35,Clinton,Financials,Banks
Kimberly-Clark,-0.0027,Irving,Dallas,Texas,0.1075,Clinton,Consumer Staples,Household Products
Kimco Realty,-0.0006,New Hyde Park,Nassau,New York,0.2229,Clinton,Real Estate,REITs
Kinder Morgan,-0.0045,Houston,Harris,Texas,0.1857,Clinton,Energy,Oil & Gas Refining & Marketing & Transportation
Kraft Heinz Co,-0.0056,Pittsburgh,Allegheny,Pennsylvania,0.1641,Clinton,Consumer Staples,Packaged Foods & Meats
Kroger Co.,0.016,Cincinnati,Hamilton,Ohio,0.3213,Clinton,Consumer Staples,Food Retail
L Brands Inc.,0.0066,Columbus,Franklin,Ohio,0.1909,Clinton,Consumer Discretionary,Apparel Retail
L-3 Communications Holdings,0.0003,New York,Rockland,New York,0.0509,Clinton,Industrials,Industrial Conglomerates
LKQ Corporation,0.0025,Chicago,Cook,Illinois,0.0523,Clinton,Consumer Discretionary,Distributors
Lam Research,-0.0003,Fremont,Alameda,California,0.6443,Clinton,Information Technology,Semiconductor Equipment
Leggett & Platt,0.0033,Carthage,Jasper,Missouri,0.2444,Clinton,Industrials,Industrial Conglomerates
Lennar Corp.,-0.0003,Miami,Miami-Dade,Florida,0.2957,Clinton,Consumer Discretionary,Homebuilding
Leucadia National Corp.,0.0053,New York,Rockland,New York,0.0509,Clinton,Financials,Multi-Sector Holdings
Level 3 Communications,-0.0009,Broomfield,Jefferson,Colorado,0.0523,Clinton,Telecommunications Services,Alternative Carriers
Lilly (Eli) & Co.,-0.0063,Indianapolis,Marion,Indiana,0.2737,Clinton,Health Care,Pharmaceuticals
Linear Technology Corp.,0.0027,Milpitas,Santa Clara,California,0.5238,Clinton,Information Technology,Semiconductors
Lockheed Martin Corp.,0.0107,Bethesda,Montgomery,Maryland,0.0016,Clinton,Industrials,Aerospace & Defense
Loews Corp.,0.0012,New York,Rockland,New York,0.0509,Clinton,Financials,Multi-Sector Holdings
M&T Bank Corp.,0.005,Buffalo,Erie,New York,0.0243,Clinton,Financials,Banks
Macerich,0.003,Santa Monica,Los Angeles,California,0.4805,Clinton,Real Estate,Retail REITs
Macy's Inc.,0.0068,Cincinnati,Hamilton,Ohio,0.3213,Clinton,Consumer Discretionary,Department Stores
Marathon Oil Corp.,-0.0059,Houston,Harris,Texas,0.1857,Clinton,Energy,Oil & Gas Exploration & Production
Marathon Petroleum,-0.0038,Findlay,Hancock,Ohio,0.0719,Clinton,Energy,Oil & Gas Refining & Marketing & Transportation
Marriott Int'l.,-0.0001,Bethesda,Montgomery,Maryland,0.0016,Clinton,Consumer Discretionary,Hotels / Resorts & Cruise Lines
Marsh & McLennan,-0.0042,New York,Rockland,New York,0.0509,Clinton,Financials,Insurance Brokers
Martin Marietta Materials,-0.0073,Raleigh,Wake,North Carolina,0.205,Clinton,Materials,Construction Materials
Masco Corp.,-0.0017,Taylor,Wayne,Michigan,0.1937,Clinton,Industrials,Building Products
Mastercard Inc.,-0.0091,Harrison,Westchester,New York,0.3277,Clinton,Information Technology,Internet Software & Services
Mattel Inc.,0.0036,El Segundo,Los Angeles,California,0.4805,Clinton,Consumer Discretionary,Leisure Products
McDonald's Corp.,0.0028,Oak Brook,DuPage,Illinois,0.1408,Clinton,Consumer Discretionary,Restaurants
McKesson Corp.,0.0007,San Francisco,San Mateo,California,0.5721,Clinton,Health Care,Health Care Distributors
Mead Johnson,-0.0032,Glenview,Cook,Illinois,0.0523,Clinton,Consumer Staples,Packaged Foods & Meats
MetLife Inc.,0.0036,New York,Rockland,New York,0.0509,Clinton,Financials,Life & Health Insurance
Mettler Toledo,-0.0145,Columbus,Franklin,Ohio,0.1909,Clinton,Health Care,Life Sciences Tools & Services
Michael Kors Holdings,-0.019,New York,Rockland,New York,0.0509,Clinton,Consumer Discretionary,Apparel / Accessories & Luxury Goods
Microsoft Corp.,-0.0061,Redmond,King,Washington,0.5052,Clinton,Information Technology,Systems Software
Mid-America Apartments,-0.0074,Memphis,Shelby,Tennessee,0.1678,Clinton,Real Estate,Residential REITs
Mohawk Industries,-0.0189,Amsterdam,Montgomery,New York,0.0016,Clinton,Consumer Discretionary,Home Furnishings
Molson Coors Brewing Company,-0.012,Denver,Jefferson,Colorado,0.0523,Clinton,Consumer Staples,Brewers
Monster Beverage,-0.231,Corona,Riverside,California,0.0255,Clinton,Consumer Staples,Soft Drinks
Moody's Corp,-0.0043,New York,Rockland,New York,0.0509,Clinton,Financials,Diversified Financial Services
Morgan Stanley,0.0072,New York,Rockland,New York,0.0509,Clinton,Financials,Investment Banking & Brokerage
Motorola Solutions Inc.,-0.0106,Schaumburg,Cook,Illinois,0.0523,Clinton,Information Technology,Telecommunications Equipment
Murphy Oil,0.0055,El Dorado,Union,Arkansas,0.1553,Clinton,Energy,Integrated Oil & Gas
NASDAQ OMX Group,-0.011,New York,Rockland,New York,0.0509,Clinton,Financials,Diversified Financial Services
NRG Energy,-0.027,Princeton,Mercer,New Jersey,0.1509,Clinton,Utilities,Independent Power Producers & Energy Traders
National Oilwell Varco Inc.,0.0103,Houston,Harris,Texas,0.1857,Clinton,Energy,Oil & Gas Equipment & Services
Navient,0.0115,Newark,New Castle,Delaware,0.296,Clinton,Financials,Consumer Finance
NetApp,0.0105,Sunnyvale,Santa Clara,California,0.5238,Clinton,Information Technology,Internet Software & Services
Netflix Inc.,-0.0134,Los Gatos,Santa Clara,California,0.5238,Clinton,Information Technology,Internet Software & Services
Newfield Exploration Co,0.0093,Houston,Harris,Texas,0.1857,Clinton,Energy,Oil & Gas Exploration & Production
Newmont Mining Corp. (Hldg. Co.),-0.0119,Denver,Jefferson,Colorado,0.0523,Clinton,Materials,Gold
News Corp. Class A,0.0012,New York,Rockland,New York,0.0509,Clinton,Consumer Discretionary,Publishing
News Corp. Class B,-0.0011,New York,Rockland,New York,0.0509,Clinton,Consumer Discretionary,Publishing
NiSource Inc.,-0.0048,Merrillville,Lake,Indiana,0.203,Clinton,Utilities,MultiUtilities
Nielsen Holdings,-0.0078,New York,Rockland,New York,0.0509,Clinton,Industrials,Research & Consulting Services
Noble Energy Inc,-0.0054,Houston,Harris,Texas,0.1857,Clinton,Energy,Oil & Gas Exploration & Production
Nordstrom,0.0134,Seattle,King,Washington,0.5052,Clinton,Consumer Discretionary,Department Stores
Norfolk Southern Corp.,0.0024,Norfolk,Norfolk (city),Virginia,0.4198,Clinton,Industrials,Railroads
Northern Trust Corp.,0.0078,Chicago,Cook,Illinois,0.0523,Clinton,Financials,Asset Management & Custody Banks
Nucor Corp.,-0.0038,Charlotte,Mecklenburg,North Carolina,0.087,Clinton,Materials,Steel
Nvidia Corporation,0.0334,Santa Clara,Santa Clara,California,0.5238,Clinton,Information Technology,Semiconductors
O'Reilly Automotive,0.0033,Springfield,Greene,Missouri,0.0147,Clinton,Consumer Discretionary,Specialty Stores
Occidental Petroleum,0.0039,Los Angeles,Los Angeles,California,0.4805,Clinton,Energy,Oil & Gas Exploration & Production
Omnicom Group,0.0022,New York,Rockland,New York,0.0509,Clinton,Consumer Discretionary,Advertising
PACCAR Inc.,0.0001,Bellevue,King,Washington,0.5052,Clinton,Industrials,Construction & Farm Machinery & Heavy Trucks
PG&E Corp.,-0.0051,San Francisco,San Mateo,California,0.5721,Clinton,Utilities,MultiUtilities
PNC Financial Services,0.0065,Pittsburgh,Allegheny,Pennsylvania,0.1641,Clinton,Financials,Banks
PPG Industries,-0.0043,Pittsburgh,Allegheny,Pennsylvania,0.1641,Clinton,Materials,Diversified Chemicals
PPL Corp.,-0.0053,Allentown,Lehigh,Pennsylvania,0.0444,Clinton,Utilities,Electric Utilities
PVH Corp.,-0.0052,New York,Rockland,New York,0.0509,Clinton,Consumer Discretionary,Apparel / Accessories & Luxury Goods
Parker-Hannifin,-0.0002,Cleveland,Cuyahoga,Ohio,0.35,Clinton,Industrials,Industrial Conglomerates
Patterson Companies,-0.0018,Saint Paul,Washington,Minnesota,0.1676,Clinton,Health Care,Health Care Supplies
PayPal,-0.0101,San Jose,Santa Clara,California,0.5238,Clinton,Information Technology,Data Processing & Outsourced Services
Paychex Inc.,0.0016,Penfield,Monroe,New York,0.2639,Clinton,Information Technology,Internet Software & Services
People's United Financial,0.0045,Bridgeport,Fairfield,Connecticut,0.0045,Clinton,Financials,Thrifts & Mortgage Finance
PepsiCo Inc.,-0.0094,Purchase,Westchester,New York,0.3277,Clinton,Consumer Staples,Soft Drinks
PerkinElmer,-0.0053,Waltham,Middlesex,Massachusetts,0.0513,Clinton,Health Care,Health Care Equipment
Pfizer Inc.,-0.0009,New York,Rockland,New York,0.0509,Clinton,Health Care,Pharmaceuticals
Philip Morris International,-0.0146,New York,Rockland,New York,0.0509,Clinton,Consumer Staples,Tobacco
Phillips 66,-0.001,Houston,Harris,Texas,0.1857,Clinton,Energy,Oil & Gas Refining & Marketing & Transportation
Pioneer Natural Resources,-0.0048,Irving,Dallas,Texas,0.1075,Clinton,Energy,Oil & Gas Exploration & Production
Pitney-Bowes,0.001,Stamford,Fairfield,Connecticut,0.0045,Clinton,Industrials,Technology / Hardware / Software and Supplies
Polo Ralph Lauren Corp.,0.0115,New York,Rockland,New York,0.0509,Clinton,Consumer Discretionary,Apparel / Accessories & Luxury Goods
Praxair Inc.,-0.0078,Danbury,Fairfield,Connecticut,0.0045,Clinton,Materials,Industrial Gases
Priceline.com Inc,-0.0192,Norwalk,Fairfield,Connecticut,0.0045,Clinton,Consumer Discretionary,Internet & Direct Marketing Retail
Principal Financial Group,-0.0005,Des Moines,Polk,Iowa,0.2802,Clinton,Financials,Diversified Financial Services
Procter & Gamble,-0.0035,Cincinnati,Hamilton,Ohio,0.3213,Clinton,Consumer Staples,Personal Products
Prologis,-0.0055,San Francisco,San Mateo,California,0.5721,Clinton,Real Estate,REITs
Prudential Financial,0.0,Newark,Essex,New Jersey,0.2141,Clinton,Financials,Diversified Financial Services
Public Serv. Enterprise Inc.,-0.0035,Newark,Essex,New Jersey,0.2141,Clinton,Utilities,Electric Utilities
Public Storage,-0.0105,Glendale,Los Angeles,California,0.4805,Clinton,Real Estate,REITs
Pulte Homes Inc.,0.001,Atlanta,Fulton,Georgia,0.1495,Clinton,Consumer Discretionary,Homebuilding
QUALCOMM Inc.,-0.0055,San Diego,San Diego,California,0.1703,Clinton,Information Technology,Semiconductors
Qorvo,0.0278,Greensboro,Guilford,North Carolina,0.2003,Clinton,Information Technology,Semiconductors
Quanta Services Inc.,0.0067,Houston,Harris,Texas,0.1857,Clinton,Industrials,Industrial Conglomerates
Raytheon Co.,0.0002,Waltham,Middlesex,Massachusetts,0.0513,Clinton,Industrials,Aerospace & Defense
Realty Income Corporation,-0.0055,San Diego,San Diego,California,0.1703,Clinton,Real Estate,REITs
Red Hat Inc.,-0.0053,Raleigh,Wake,North Carolina,0.205,Clinton,Information Technology,Systems Software
Regeneron,-0.0048,Tarrytown,Westchester,New York,0.3277,Clinton,Health Care,Biotechnology
Regions Financial Corp.,0.0166,Birmingham,Shelby,Alabama,0.1678,Clinton,Financials,Diversified Financial Services
Reynolds American Inc.,-0.0033,Winston Salem,Forsyth,North Carolina,0.1812,Clinton,Consumer Staples,Tobacco
Robert Half International,0.0066,Menlo Park,San Mateo,California,0.5721,Clinton,Industrials,Human Resource & Employment Services
Rockwell Automation Inc.,-0.002,Milwaukee,Milwaukee,Wisconsin,0.3745,Clinton,Industrials,Industrial Conglomerates
Rockwell Collins,0.0061,Cedar Rapids,Linn,Iowa,0.2792,Clinton,Industrials,Industrial Conglomerates
Ross Stores,-0.0014,Pleasanton,Alameda,California,0.6443,Clinton,Consumer Discretionary,Apparel Retail
Royal Caribbean Cruises Ltd,0.0054,Miami,Miami-Dade,Florida,0.2957,Clinton,Consumer Discretionary,Hotels / Resorts & Cruise Lines
Ryder System,-0.0039,Miami,Miami-Dade,Florida,0.2957,Clinton,Industrials,Industrial Conglomerates
S&P Global Inc.,-0.0127,New York,Rockland,New York,0.0509,Clinton,Financials,Diversified Financial Services
SL Green Realty,0.0052,New York,Rockland,New York,0.0509,Clinton,Real Estate,Office REITs
Salesforce.com,-0.0076,San Francisco,San Mateo,California,0.5721,Clinton,Information Technology,Internet Software & Services
Scripps Networks Interactive Inc.,0.0115,Cincinnati,Hamilton,Ohio,0.3213,Clinton,Consumer Discretionary,Broadcasting & Cable TV
Sealed Air,-0.0023,Elmwood Park,Bergen,New Jersey,0.1199,Clinton,Materials,Paper Packaging
Sempra Energy,-0.0135,San Diego,San Diego,California,0.1703,Clinton,Utilities,MultiUtilities
Sherwin-Williams,-0.0027,Cleveland,Cuyahoga,Ohio,0.35,Clinton,Materials,Specialty Chemicals
Simon Property Group Inc,0.0002,Indianapolis,Marion,Indiana,0.2737,Clinton,Real Estate,REITs
Skyworks Solutions,-0.0105,Woburn,Middlesex,Massachusetts,0.0513,Clinton,Information Technology,Semiconductors
Southern Co.,-0.0042,Atlanta,Fulton,Georgia,0.1495,Clinton,Utilities,Electric Utilities
Southwest Airlines,0.0034,Dallas,Dallas,Texas,0.1075,Clinton,Industrials,Airlines
Southwestern Energy,0.0142,Houston,Harris,Texas,0.1857,Clinton,Energy,Oil & Gas Exploration & Production
Spectra Energy Corp.,-0.0129,Houston,Harris,Texas,0.1857,Clinton,Energy,Oil & Gas Refining & Marketing & Transportation
Stanley Black & Decker,-0.0043,New Britain,Hartford,Connecticut,0.2151,Clinton,Consumer Discretionary,Household Appliances
Staples Inc.,0.0062,Framingham,Middlesex,Massachusetts,0.0513,Clinton,Consumer Discretionary,Specialty Stores
Starbucks Corp.,-0.006,Seattle,King,Washington,0.5052,Clinton,Consumer Discretionary,Restaurants
State Street Corp.,0.0017,Boston,Suffolk,Massachusetts,0.2699,Clinton,Financials,Diversified Financial Services
Stericycle Inc,0.0044,Lake Forest,Lake,Illinois,0.203,Clinton,Industrials,Industrial Conglomerates
Stryker Corp.,-0.02,Kalamazoo,Kalamazoo,Michigan,0.1279,Clinton,Health Care,Health Care Equipment
SunTrust Banks,0.009,Atlanta,Fulton,Georgia,0.1495,Clinton,Financials,Banks
Symantec Corp.,0.0037,Mountain View,Santa Clara,California,0.5238,Clinton,Information Technology,Application Software
Synchrony Financial,0.0126,Stamford,Fairfield,Connecticut,0.0045,Clinton,Financials,Consumer Finance
Sysco Corp.,-0.0201,Houston,Harris,Texas,0.1857,Clinton,Consumer Staples,Food Distributors
T. Rowe Price Group,0.0092,Baltimore,Baltimore (city),Maryland,0.7457,Clinton,Financials,Diversified Financial Services
TJX Companies Inc.,-0.0034,Framingham,Middlesex,Massachusetts,0.0513,Clinton,Consumer Discretionary,Apparel Retail
Target Corp.,0.0074,Minneapolis,Hennepin,Minnesota,0.3531,Clinton,Consumer Discretionary,General Merchandise Stores
Tegna Inc.,0.0238,Mc Lean,Fairfax,Virginia,0.3622,Clinton,Consumer Discretionary,Publishing
Teradata Corp.,0.0016,Miamisburg,Montgomery,Ohio,0.0016,Clinton,Information Technology,Application Software
Tesoro Petroleum Co.,0.0046,San Antonio,Bexar,Texas,0.1349,Clinton,Energy,Oil & Gas Refining & Marketing & Transportation
Texas Instruments,0.0006,Dallas,Dallas,Texas,0.1075,Clinton,Information Technology,Semiconductors
Textron Inc.,0.001,Providence,Providence,Rhode Island,0.2117,Clinton,Industrials,Industrial Conglomerates
The Bank of New York Mellon Corp.,0.004,New York,Rockland,New York,0.0509,Clinton,Financials,Banks
The Clorox Company,0.0007,Oakland,Alameda,California,0.6443,Clinton,Consumer Staples,Household Products
The Cooper Companies,-0.019,Pleasanton,Alameda,California,0.6443,Clinton,Health Care,Health Care Supplies
The Hershey Company,-0.0003,Hershey,Dauphin,Pennsylvania,0.0282,Clinton,Consumer Staples,Packaged Foods & Meats
The Travelers Companies Inc.,0.0049,New York,Rockland,New York,0.0509,Clinton,Financials,Property & Casualty Insurance
The Walt Disney Company,0.0029,Burbank,Los Angeles,California,0.4805,Clinton,Consumer Discretionary,Broadcasting & Cable TV
Thermo Fisher Scientific,-0.0131,Waltham,Middlesex,Massachusetts,0.0513,Clinton,Health Care,Health Care Equipment
Tiffany & Co.,-0.0122,New York,Rockland,New York,0.0509,Clinton,Consumer Discretionary,Apparel / Accessories & Luxury Goods
Time Warner Inc.,0.002,New York,Rockland,New York,0.0509,Clinton,Consumer Discretionary,Broadcasting & Cable TV
Total System Services,-0.0082,Columbus,Muscogee,Georgia,0.186,Clinton,Information Technology,Internet Software & Services
TransDigm Group,-0.0133,Cleveland,Cuyahoga,Ohio,0.35,Clinton,Industrials,Aerospace & Defense
TripAdvisor,-0.0151,Newton,Middlesex,Massachusetts,0.0513,Clinton,Consumer Discretionary,Internet & Direct Marketing Retail
Twenty-First Century Fox Class A,-0.0035,New York,Rockland,New York,0.0509,Clinton,Consumer Discretionary,Publishing
Twenty-First Century Fox Class B,-0.0039,New York,Rockland,New York,0.0509,Clinton,Consumer Discretionary,Publishing
Tyson Foods,0.0024,Springdale,Washington,Arkansas,0.1676,Clinton,Consumer Staples,Packaged Foods & Meats
U.S. Bancorp,0.0031,Minneapolis,Hennepin,Minnesota,0.3531,Clinton,Financials,Banks
Ulta Salon Cosmetics & Fragrance Inc,0.0083,Bolingbrook,Will,Illinois,0.0567,Clinton,Consumer Discretionary,Specialty Stores
Under Armour,-0.0035,Baltimore,Baltimore (city),Maryland,0.7457,Clinton,Consumer Discretionary,Apparel / Accessories & Luxury Goods
Under Armour,-0.0094,Baltimore,Baltimore (city),Maryland,0.7457,Clinton,Consumer Discretionary,Apparel / Accessories & Luxury Goods
Union Pacific,0.0037,Omaha,Douglas,Nebraska,0.1993,Clinton,Industrials,Railroads
United Continental Holdings,0.0043,Chicago,Cook,Illinois,0.0523,Clinton,Industrials,Airlines
United Health Group Inc.,0.0059,Minnetonka,Hennepin,Minnesota,0.3531,Clinton,Health Care,Managed Health Care
United Parcel Service,-0.0055,Atlanta,Fulton,Georgia,0.1495,Clinton,Industrials,Air Freight & Logistics
United Rentals Inc.,0.0018,Stamford,Fairfield,Connecticut,0.0045,Clinton,Industrials,Trading Companies & Distributors
United Technologies,0.0,Hartford,Hartford,Connecticut,0.2151,Clinton,Industrials,Industrial Conglomerates
Universal Health Services Inc.,-0.0073,King Of Prussia,Montgomery,Pennsylvania,0.0016,Clinton,Health Care,Health Care Facilities
Unum Group,0.0076,Chattanooga,Hamilton,Tennessee,0.3213,Clinton,Financials,Diversified Financial Services
Urban Outfitters,0.02,Philadelphia,Philadelphia,Pennsylvania,0.6691,Clinton,Consumer Discretionary,Apparel Retail
V.F. Corp.,0.0018,Greensboro,Guilford,North Carolina,0.2003,Clinton,Consumer Discretionary,Apparel / Accessories & Luxury Goods
Valero Energy,0.0013,San Antonio,Bexar,Texas,0.1349,Clinton,Energy,Oil & Gas Refining & Marketing & Transportation
Varian Medical Systems,-0.0038,Palo Alto,Santa Clara,California,0.5238,Clinton,Health Care,Health Care Equipment
Ventas Inc,0.0008,Chicago,Cook,Illinois,0.0523,Clinton,Real Estate,REITs
Verisign Inc.,-0.0082,Dulles,Loudoun,Virginia,0.1679,Clinton,Information Technology,Internet Software & Services
Verisk Analytics,-0.0023,Jersey City,Hudson,New Jersey,0.5181,Clinton,Industrials,Research & Consulting Services
Verizon Communications,-0.0047,New York,Rockland,New York,0.0509,Clinton,Telecommunications Services,Integrated Telecommunications Services
Vertex Pharmaceuticals Inc,-0.0111,Cambridge,Middlesex,Massachusetts,0.0513,Clinton,Health Care,Biotechnology
Viacom Inc.,-0.0022,New York,Rockland,New York,0.0509,Clinton,Consumer Discretionary,Broadcasting & Cable TV
Visa Inc.,-0.014,San Francisco,San Mateo,California,0.5721,Clinton,Information Technology,Internet Software & Services
Vornado Realty Trust,0.0079,New York,Rockland,New York,0.0509,Clinton,Real Estate,REITs
Vulcan Materials,-0.0066,Birmingham,Shelby,Alabama,0.1678,Clinton,Materials,Construction Materials
Wal-Mart Stores,-0.0009,Bentonville,Benton,Arkansas,0.1287,Clinton,Consumer Staples,Hypermarkets & Super Centers
Walgreens Boots Alliance,0.005,Deerfield,Lake,Illinois,0.203,Clinton,Consumer Staples,Drug Retail
Waste Management Inc.,0.0021,Houston,Harris,Texas,0.1857,Clinton,Industrials,Environmental Services
Waters Corporation,-0.0078,Milford,Worcester,Massachusetts,0.1048,Clinton,Health Care,Health Care Distributors
Wells Fargo,0.012,San Francisco,San Mateo,California,0.5721,Clinton,Financials,Banks
Welltower Inc.,0.0069,Toledo,Lucas,Ohio,0.1085,Clinton,Real Estate,REITs
Western Digital,0.0014,Irvine,Orange,California,0.0589,Clinton,Information Technology,Computer Storage & Peripherals
Western Union Co,0.0022,Englewood,Arapahoe,Colorado,0.1375,Clinton,Information Technology,Internet Software & Services
Westrock Co,0.0059,Richmond,Henrico,Virginia,0.2096,Clinton,Materials,Paper Packaging
Weyerhaeuser Corp.,-0.0008,Federal Way,King,Washington,0.5052,Clinton,Real Estate,REITs
Whole Foods Market,0.0101,Austin,Travis,Texas,0.3886,Clinton,Consumer Staples,Food Retail
Wisconsin Energy Corporation,-0.0049,Milwaukee,Milwaukee,Wisconsin,0.3745,Clinton,Utilities,Electric Utilities
Wynn Resorts Ltd,0.0106,Las Vegas,Clark,Nevada,0.2173,Clinton,Consumer Discretionary,Casinos & Gaming
Xcel Energy Inc,-0.005,Minneapolis,Hennepin,Minnesota,0.3531,Clinton,Utilities,MultiUtilities
Xerox Corp.,0.0039,Norwalk,Fairfield,Connecticut,0.0045,Clinton,Information Technology,IT Consulting & Other Services
Xilinx Inc,0.0032,San Jose,Santa Clara,California,0.5238,Clinton,Information Technology,Semiconductors
Xylem Inc.,0.0027,White Plains,Westchester,New York,0.3277,Clinton,Industrials,Industrial Conglomerates
Yahoo Inc.,-0.0067,Sunnyvale,Santa Clara,California,0.5238,Clinton,Information Technology,Internet Software & Services
Yum! Brands Inc,-0.0091,Louisville,Jefferson,Kentucky,0.0523,Clinton,Consumer Discretionary,Restaurants
Zions Bancorp,0.0094,Salt Lake City,Salt Lake,Utah,0.1251,Clinton,Financials,Regional Banks
eBay Inc.,0.0012,San Jose,Santa Clara,California,0.5238,Clinton,Information Technology,Internet Software & Services
